timestamp,executed,status,duration,mem_mean,mem_median,mem_peak,return_code,output,tool,benchmark,dataset,model,phase
1712862235,True,success,2.61,451879542.1538461,469311488.0,710717440,0,/experiments/replication/deepinfer/1/PD4/analysis.json,deepinfer,deepinfer_artifacts,PD,PD4,analyze
1712862238,True,success,2.61,447187101.5384616,462659584.0,712237056,0,/experiments/replication/deepinfer/1/PD3/analysis.json,deepinfer,deepinfer_artifacts,PD,PD3,analyze
1712862242,True,success,2.61,443264078.7692308,463851520.0,677789696,0,/experiments/replication/deepinfer/1/BM7/implications.csv,deepinfer,deepinfer_artifacts,BM,BM7,infer
1712862244,True,success,2.62,441394412.3076923,462172160.0,678420480,0,/experiments/replication/deepinfer/1/BM2/implications.csv,deepinfer,deepinfer_artifacts,BM,BM2,infer
1712862247,True,success,2.82,403096722.2857143,448915456.0,663175168,0,/experiments/replication/deepinfer/1/BM11/implications.csv,deepinfer,deepinfer_artifacts,BM,BM11,infer
1712862250,True,success,2.62,450578589.5384616,471162880.0,688041984,0,/experiments/replication/deepinfer/1/BM3/implications.csv,deepinfer,deepinfer_artifacts,BM,BM3,infer
1712862252,True,success,2.62,429373912.61538464,465207296.0,643379200,0,/experiments/replication/deepinfer/1/BM5/implications.csv,deepinfer,deepinfer_artifacts,BM,BM5,infer
1712862255,True,success,2.62,442251421.5384616,462008320.0,681279488,0,/experiments/replication/deepinfer/1/BM12/implications.csv,deepinfer,deepinfer_artifacts,BM,BM12,infer
1712862258,True,success,2.81,417909321.14285713,456732672.0,692191232,0,/experiments/replication/deepinfer/1/BM8/implications.csv,deepinfer,deepinfer_artifacts,BM,BM8,infer
1712862260,True,success,2.61,441036169.84615386,462036992.0,677986304,0,/experiments/replication/deepinfer/1/BM9/implications.csv,deepinfer,deepinfer_artifacts,BM,BM9,infer
1712862263,True,success,2.82,400005705.14285713,448997376.0,653946880,0,/experiments/replication/deepinfer/1/BM4/implications.csv,deepinfer,deepinfer_artifacts,BM,BM4,infer
1712862266,True,success,2.61,439819657.84615386,459153408.0,679915520,0,/experiments/replication/deepinfer/1/BM1/implications.csv,deepinfer,deepinfer_artifacts,BM,BM1,infer
1712862269,True,success,2.62,449587042.4615384,469872640.0,688779264,0,/experiments/replication/deepinfer/1/BM6/implications.csv,deepinfer,deepinfer_artifacts,BM,BM6,infer
1712862271,True,success,2.62,443762845.5384616,467214336.0,678637568,0,/experiments/replication/deepinfer/1/BM10/implications.csv,deepinfer,deepinfer_artifacts,BM,BM10,infer
1712862274,True,success,2.61,443395465.84615386,463917056.0,680824832,0,/experiments/replication/deepinfer/1/GC3/implications.csv,deepinfer,deepinfer_artifacts,GC,GC3,infer
1712862276,True,success,2.61,425353846.1538461,464154624.0,633700352,0,/experiments/replication/deepinfer/1/GC5/implications.csv,deepinfer,deepinfer_artifacts,GC,GC5,infer
1712862279,True,success,2.61,447953053.5384616,469159936.0,685813760,0,/experiments/replication/deepinfer/1/GC6/implications.csv,deepinfer,deepinfer_artifacts,GC,GC6,infer
1712862282,True,success,2.61,423974754.4615384,461107200.0,635453440,0,/experiments/replication/deepinfer/1/GC4/implications.csv,deepinfer,deepinfer_artifacts,GC,GC4,infer
1712862284,True,success,2.82,451309860.5714286,474138624.0,666427392,0,/experiments/replication/deepinfer/1/GC9/implications.csv,deepinfer,deepinfer_artifacts,GC,GC9,infer
1712862287,True,success,2.61,444145348.9230769,465248256.0,680771584,0,/experiments/replication/deepinfer/1/GC1/implications.csv,deepinfer,deepinfer_artifacts,GC,GC1,infer
1712862290,True,success,2.61,429211648.0,468074496.0,639361024,0,/experiments/replication/deepinfer/1/GC7/implications.csv,deepinfer,deepinfer_artifacts,GC,GC7,infer
1712862292,True,success,2.62,445163677.5384616,465149952.0,685367296,0,/experiments/replication/deepinfer/1/GC2/implications.csv,deepinfer,deepinfer_artifacts,GC,GC2,infer
1712862295,True,success,2.61,445309243.0769231,464416768.0,684441600,0,/experiments/replication/deepinfer/1/GC8/implications.csv,deepinfer,deepinfer_artifacts,GC,GC8,infer
1712862298,True,success,2.61,449145304.61538464,470257664.0,687501312,0,/experiments/replication/deepinfer/1/HP4/implications.csv,deepinfer,deepinfer_artifacts,HP,HP4,infer
1712862300,True,success,2.62,446371682.4615384,466305024.0,685105152,0,/experiments/replication/deepinfer/1/HP3/implications.csv,deepinfer,deepinfer_artifacts,HP,HP3,infer
1712862303,True,success,2.62,443122924.3076923,462020608.0,681799680,0,/experiments/replication/deepinfer/1/HP2/implications.csv,deepinfer,deepinfer_artifacts,HP,HP2,infer
1712862306,True,success,2.62,439478114.4615384,459718656.0,677695488,0,/experiments/replication/deepinfer/1/HP1/implications.csv,deepinfer,deepinfer_artifacts,HP,HP1,infer
1712862308,True,success,2.62,437008856.61538464,456359936.0,675319808,0,/experiments/replication/deepinfer/1/PD2/implications.csv,deepinfer,deepinfer_artifacts,PD,PD2,infer
1712862311,True,success,2.62,444719734.1538461,466546688.0,680927232,0,/experiments/replication/deepinfer/1/PD1/implications.csv,deepinfer,deepinfer_artifacts,PD,PD1,infer
1712862314,True,success,2.61,444463891.6923077,464125952.0,684724224,0,/experiments/replication/deepinfer/1/PD4/implications.csv,deepinfer,deepinfer_artifacts,PD,PD4,infer
1712862316,True,success,2.62,446751035.0769231,464203776.0,688324608,0,/experiments/replication/deepinfer/1/PD3/implications.csv,deepinfer,deepinfer_artifacts,PD,PD3,infer
1712862320,True,success,619.24,30848853521.65517,20558053376.0,231325822976,0,/experiments/replication/selfchecker/1/CIFAR10/pred_labels_valid.npy,selfchecker,trustbench,CIFAR10,CIFAR10,analyze
1712862941,True,success,354.89,6688645494.053318,6062985216.0,20159287296,0,/experiments/replication/selfchecker/1/CIFAR10/performance.json,selfchecker,trustbench,CIFAR10,CIFAR10,infer
